,Area,location,Price,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
3186,709,Goregaon East,197,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,980,Goregaon East,271,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3188,1418,Goregaon East,354,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3189,1050,Andheri East,285,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3190,627,Goregaon West,161,2,1,1,1,0,0,0,1,1,1,1,0,0,1,1
3191,894,Goregaon West,217,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1
3192,480,Dahisar,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,2800,Borivali East,452,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,420,Borivali West,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,1400,Malad West,180,2,0,1,1,1,0,1,1,1,1,0,0,1,1,0
3196,955,Wadala East,260,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3197,2525,Andheri West,398,4,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3198,1350,Ville Parle West,425,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3199,1440,Panvel,117,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,1440,Panvel,117,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0
3201,650,Powai,126,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3202,600,Powai,100,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3203,585,Powai,100,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3204,1220,Thane West,165,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3205,650,Borivali West,95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3206,900,Chembur,225,2,0,0,1,1,1,0,0,0,1,1,0,1,0,0
3207,2800,Chembur,720,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0
3208,1500,Juhu,550,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,1500,Juhu,550,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3210,750,Jogeshwari West,165,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3211,950,Jogeshwari West,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,1100,Santacruz East,185,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3213,961,Sion,225,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0
3214,638,Wadala,203,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3215,949,Chembur,270,3,1,1,1,0,0,0,1,1,1,0,0,1,0,0
3216,2475,Dadar East,800,4,1,1,1,0,0,1,1,1,1,1,0,1,1,1
3217,1500,Powai,465,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3218,1270,Chembur,275,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
3219,980,Kandivali West,175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,850,Dahisar,145,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,600,Dahisar East,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,950,Dahisar,215,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3223,1100,Mulund West,185,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3224,1100,Mulund West,180,2,0,1,1,0,0,0,1,1,1,0,0,1,0,0
3225,675,Panvel,51,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3226,675,Panvel,47,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3227,1051,Panvel,88,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3228,670,Andheri East,154,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3229,890,Andheri East,190,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3230,1100,Andheri East,220,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3231,950,Panvel,73,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3232,1250,Andheri West,230,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3233,1900,Andheri West,360,3,0,1,1,1,1,1,1,1,1,0,1,0,0,1
3234,1300,Andheri West,240,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1
3235,411,Malad East,49,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0
3236,886,Thane West,111,2,1,1,1,0,0,0,1,1,1,1,1,0,0,1
3237,1046,Thane West,120,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3238,1158,Thane West,133,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3239,1662,Thane West,188,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3240,928,Thane West,108,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3241,750,Malad West,175,2,0,1,1,0,1,1,1,0,1,0,0,1,0,0
3242,850,Panvel,68,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,729,Malad West,81,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0
3244,750,Jogeshwari West,120,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
3245,750,Borivali West,160,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,902,Wadala,256,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3247,1440,Wadala,475,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3248,1100,Powai,270,2,0,1,1,1,0,1,0,1,1,1,0,0,1,1
3249,1015,Ghatkopar East,135,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3250,1200,Bandra West,600,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3251,1050,Thane West,95,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1
3252,558,Thane West,55,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3253,961,Ulwe,72,2,0,1,1,1,0,1,0,1,1,1,0,0,1,0
3254,450,Ulwe,30,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
3255,1150,Ulwe,72,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0
3256,1150,Ulwe,75,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0
3257,550,Ulwe,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3258,650,Ulwe,40,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3259,950,Mira Road East,87,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3260,1150,Mira Road East,85,2,0,0,1,1,0,1,1,0,1,0,0,0,1,0
3261,1150,Mira Road East,80,2,0,1,1,1,0,1,1,0,0,1,0,0,1,0
3262,710,Mira Road East,68,2,0,1,1,1,0,1,1,0,0,1,0,0,1,1
3263,681,Mira Road East,55,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1
3264,1025,Mira Road East,82,2,0,1,1,1,0,1,1,1,0,0,0,0,1,1
3265,1080,Mira Road East,79,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3266,1050,Mira Road East,80,2,0,1,1,0,0,1,1,1,1,1,0,0,0,1
3267,1275,Mira Road East,120,3,0,1,1,0,0,1,1,1,1,1,0,0,0,1
3268,700,Mira Road East,58,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3269,650,Mira Road East,55,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0
3270,1015,Mira Road East,82,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3271,1185,Mira Road East,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,950,Mira Road East,86,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0
3273,941,Goregaon West,182,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3274,1189,Goregaon West,250,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3275,1710,Goregaon West,357,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3276,1003,Andheri West,280,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1
3277,1166,Andheri West,317,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1
3278,1509,Andheri West,390,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1
3279,1035,Goregaon East,190,2,1,1,1,0,1,1,1,1,1,1,1,0,0,1
3280,1355,Goregaon East,223,3,1,1,1,0,1,1,1,1,1,1,1,0,0,1
3281,581,Virar,31,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3282,843,Virar,43,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3283,495,Mira Road East,64,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1
3284,690,Mira Road East,91,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1
3285,676,Thane West,90,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3286,1020,Thane West,119,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3287,1214,Thane West,208,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0
3288,1639,Thane West,208,3,1,1,1,0,0,0,1,1,1,0,1,0,1,1
3289,2519,Thane West,330,4,1,1,1,0,0,0,1,1,1,0,1,0,1,1
3290,1050,Borivali West,162,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,590,Nala Sopara,23,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
3292,550,Nala Sopara,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293,550,Nala Sopara,23,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3294,750,Borivali West,95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3295,800,Powai,145,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3296,575,Borivali West,95,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
3297,750,Borivali West,190,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,1300,Dahisar East,180,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3299,1500,Dahisar West,295,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,1400,Borivali West,380,3,0,1,1,1,0,1,1,0,1,1,0,0,1,1
3301,950,Borivali East,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,1015,Kharghar,82,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3303,1654,Mulund West,225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304,1654,Mulund West,225,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3305,400,Dahisar West,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,650,Dahisar West,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,1125,Borivali West,180,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3308,900,Borivali West,120,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3309,750,Borivali West,126,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3310,550,Dahisar West,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3311,750,Borivali West,127,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3312,600,Borivali West,88,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
3313,693,Mira Road East,60,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1
3314,1060,Kharghar,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,1060,Kharghar,90,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3316,1100,Kharghar,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,1100,Kharghar,86,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3318,640,Ulwe,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,640,Ulwe,42,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3320,1031,Kharghar,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,1031,Kharghar,90,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3322,1100,Kharghar,100,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3323,620,Kharghar,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,620,Kharghar,56,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3325,615,Seawoods,86,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3326,1310,Nerul,235,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3327,605,Seawoods,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3328,1250,Seawoods,215,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3329,1205,Seawoods,191,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
3330,1250,Seawoods,217,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3331,1205,Seawoods,192,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
3332,1300,Seawoods,215,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3333,1205,Seawoods,190,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
3334,682,Seawoods,75,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
3335,1425,Seawoods,210,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
3336,1425,Seawoods,210,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1
3337,1092,Seawoods,135,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3338,1080,Kharghar,85,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3339,980,Kharghar,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,980,Kharghar,105,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3341,685,Kharghar,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,685,Kharghar,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3343,1120,Khar West,290,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,1525,Kharghar,155,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3345,1370,Kharghar,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,1370,Kharghar,135,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3347,1150,Kharghar,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,1150,Kharghar,90,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3349,1250,Thane West,140,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3350,810,Ghatkopar East,140,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3351,642,Ghatkopar East,110,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3352,2360,Ville Parle East,515,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3353,1620,Parel,455,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1
3354,3150,Prabhadevi,904,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3355,335,Ghatkopar East,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3356,1728,Ville Parle East,357,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3357,1250,Chembur,230,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3358,1040,Ghatkopar West,205,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1
3359,1560,Mulund West,270,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
3360,927,Mulund West,155,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
3361,1835,Thane West,225,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3362,1050,Thane West,95,2,0,1,1,0,0,0,0,1,1,0,0,1,0,1
3363,600,Mulund East,85,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3364,450,Ulwe,28,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
3365,1050,Ulwe,72,2,0,1,1,1,0,1,0,1,1,1,0,0,1,0
3366,1550,Ulwe,90,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1
3367,1100,Ulwe,70,2,0,1,1,1,0,1,1,1,1,0,1,0,1,0
3368,650,Ulwe,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3369,630,Ulwe,40,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3370,680,Ulwe,45,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
3371,1335,Thane West,145,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3372,3100,Bandra Kurla Complex,950,4,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3373,1450,Kharghar,155,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3374,1289,Goregaon West,285,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,920,Kharghar,75,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3376,1220,Kharghar,85,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3377,560,Kharghar,56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3378,1290,Malad East,240,2,0,1,1,0,0,0,1,1,0,0,0,0,1,1
3379,600,Borivali West,95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3380,650,Borivali West,175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,1100,Karanjade,172,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3382,500,Thane West,55,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0
3383,600,Borivali West,150,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3384,1190,Seawoods,210,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3385,630,Kharghar,65,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3386,950,Kharghar,70,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3387,1020,Chembur,175,2,0,1,1,1,0,1,1,0,1,1,0,0,0,0
3388,1020,Chembur,175,2,0,1,1,1,0,1,1,0,1,1,0,1,0,0
3389,650,Kharghar,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3390,1650,Kharghar,125,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3391,750,Deonar,145,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
3392,1000,Chembur,170,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3393,1150,Kharghar,95,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3394,650,Kharghar,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3395,625,Kharghar,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3396,950,Kharghar,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,650,Chembur,105,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3398,950,Kurla,165,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0
3399,700,Karjat,21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3400,600,Karjat,21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3401,962,Karjat,29,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3402,688,Karjat,21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3403,700,Karjat,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3404,688,Karjat,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3405,966,Karjat,29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3406,962,Karjat,29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3407,962,Karjat,29,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3408,650,Kharghar,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3409,3200,Seawoods,650,5,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3410,610,Naigaon East,32,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3411,560,Naigaon East,25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3412,510,Naigaon East,20,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3413,1153,Thane West,181,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3414,615,Naigaon East,32,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
3415,615,Naigaon East,32,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1
3416,700,Thane West,109,2,1,1,1,0,0,0,1,1,1,1,1,0,0,1
3417,585,Goregaon West,87,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3418,900,Goregaon East,145,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3419,2664,Goregaon West,650,3,0,1,1,1,0,1,1,1,0,1,1,1,1,1
3420,600,Goregaon West,110,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3421,510,Goregaon West,95,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3422,885,Goregaon West,126,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3423,592,Borivali West,110,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3424,450,Kanjurmarg East,23,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0
3425,425,Kurla West,21,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3426,425,Bandra East,23,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
3427,570,Vashi,26,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3428,700,Kharghar,69,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3429,425,Kurla West,22,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
3430,410,Kurla West,21,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
3431,720,Kharghar,70,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3432,950,Kharghar,74,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3433,1100,Kharghar,93,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3434,700,Kharghar,60,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3435,650,Kharghar,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3436,1120,Kharghar,95,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3437,1500,Malad West,235,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3438,1125,Kharghar,100,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3439,650,Kharghar,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3440,725,Kalamboli,59,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3441,931,Thane West,135,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3442,676,Thane West,112,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1
3443,880,Thane West,148,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3444,1140,Thane West,136,3,1,1,1,0,0,0,1,1,1,0,0,0,1,1
3445,1170,Malad West,150,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1
3446,660,Mulund West,95,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
3447,1264,Bhandup West,215,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3448,550,Chembur,70,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3449,700,Kharghar,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,700,Kharghar,65,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3451,650,Kharghar,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,650,Kharghar,65,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3453,711,Kharghar,65,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3454,1270,Kharghar,115,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3455,1050,Ulwe,80,2,0,1,1,0,0,1,1,1,1,0,0,1,1,1
3456,1200,Kharghar,150,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3457,1100,Ulwe,80,2,0,1,1,0,0,1,1,1,1,0,0,0,1,1
3458,1120,Kharghar,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,1120,Kharghar,85,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3460,950,Kharghar,65,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3461,2465,Kandivali East,345,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3462,1450,Kharghar,170,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,1450,Kharghar,170,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3464,675,Kharghar,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3465,675,Kharghar,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3466,1050,Kharghar,85,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3467,1100,Kharghar,85,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3468,2095,Kandivali East,515,5,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3469,1100,Kharghar,100,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3470,850,Kandivali East,155,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1
3471,1625,Thane West,366,4,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3472,1750,Kandivali East,255,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3473,1750,Kandivali East,270,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3474,1245,Thane West,279,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3475,1750,Kandivali East,250,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3476,1250,Naigaon East,35,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3477,1252,Naigaon East,20,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0
3478,510,Naigaon East,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,510,Naigaon East,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3480,1090,Kandivali East,163,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3481,800,Kandivali East,125,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3482,1200,Kandivali East,215,3,0,1,1,0,0,0,1,0,0,1,0,0,1,1
3483,739,Thane West,152,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3484,1200,Kharghar,95,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3485,650,Ulwe,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3486,720,Ulwe,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,675,Kharghar,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3488,1060,Kalyan East,69,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1
3489,1075,Kandivali East,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,450,Chembur,70,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3491,711,Thane West,154,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3492,863,Thane West,192,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3493,1012,Thane West,215,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3494,731,Thane West,160,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3495,969,Thane West,202,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3496,990,Thane West,214,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3497,662,Chembur,165,2,1,1,1,0,0,0,1,1,1,1,0,1,1,1
3498,1452,Mulund West,240,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3499,660,Mulund West,107,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
3500,685,Malad West,85,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
3501,685,Malad West,82,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
3502,1600,Kharghar,175,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3503,400,Taloja,27,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1
3504,1860,Thane West,129,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1
